Season,EpisodeNo,AirDate,Writers,Director,SEID,tconst,Title,EpiNo_Netflix,runtimeMinutes,numVotes,averageRating,Description,Summaries,keyWords
8,18,"April 10, 1997","Gregg Kavet, Andy Robin",Andy Ackerman,S08E18,tt0697737,The Nap,18,23.0,3347,8.7,George takes a nap under his desk. Kramer swims in the East River. Jerry has some maintenance done on his kitchen. Elaine's new boyfriend buys her a new mattress.,"[""George needs to find a way to have a nap at work. His glass wall doesn't seem to make that possible but he finds a way anyways. He runs into a bit of trouble when Mr. Steinbrenner wants to see him and decides to wait in George's office. Elaine has a problem with her new boyfriend Hal who has a new mattress delivered to house. Kramer has taken up swimming but finds the pool crowded. He finds a new place that gives him lots of room - the East River. Jerry is losing his patience with the man he's hired to install new kitchen cabinets.—garykmcd"", 'George finds the perfect way to nap at work without getting caught. Kramer begins to swim in the east river when he finds the local pool to be too crowded. Jerry is irritated by his new kitchen contractor who asks too many questions, and Elaine gets the wrong idea when a boyfriend sends her a mattress after the first date.—two_green_bottles']","['cabinet', 'east river', 'mattress', 'swimming', 'robot', 'chainsaw', 'yankee stadium bronx new york city', 'home delivery', 'sleeping on the job']"
8,19,"April 24, 1997",Peter Mehlman and Jill Franklyn,Andy Ackerman,S08E19,tt0697814,The Yada Yada,19,26.0,4101,9.0,"George's new girlfriend keeps including ""Yada Yada"" in her stories. Jerry is offended by Tim Whatley's Jewish jokes. Elaine tries to help her friends adopt a baby. Kramer and Mickey fight over two women.","[""George's new girlfriend often fills in her stories with the expression yada-yada leaving out much of the detail. Jerry tells him she's being concise but not knowing what's going starts to drive George crazy. Jerry meanwhile is convinced that his dentist, Tim Whatley, has converted to Judaism to he can tell Jewish jokes. When he continues to tell Catholic jokes, he even complains to Whatley's former priest. It all leads Kramer to accuse him of being an anti-Dentite. Elaine is asked by friends to be a character reference with a adoption agency but she doesn't exactly help them. Kramer and Mickey can't quite agree on which of two women they've met they'd like to date.—garykmcd"", 'George\'s new girlfriend Marcy is fond of the expression ""yada yada yada."" Jerry feels uncomfortable when his dentist converts to Judiasm. Kramer and Mickey have trouble deciding which girl they each prefer when they double date,and Elaine is used as a character reference by some friends planning to adopt but manages to mess things up.—two_green_bottles']","['reference to striptease', 'dentist', 'priest', 'little people', 'racism', 'nun', 'matching shirts', 'catch phrase', 'religious jokes', 'shoplifting', 'wisdom tooth', 'wedding', 'cigar smoking', 'confessional', 'double date', 'peeling an orange', 'conversion to judaism', 'reference to the three musketeers', 'jewish convert', 'classic episode']"
8,20,"May 1, 1997",Jennifer Crittenden,Andy Ackerman,S08E20,tt0697732,The Millennium,20,23.0,2821,8.1,Kramer and Newman compete during the early planning of each of their millenium parties.,"[""Kramer and Newman begin preliminary planning on elaborate parties for New Year's Eve 1999, but separate over whether or not Jerry should be included. George gets a job offer with the Mets and devises creative ways to get fired from the Yankees. Jerry dates a girl named Valerie who uses her speed dial as a way of measuring relationships. But when Jerry takes over the top spot, Valerie's step mother steps in demanding that her spot be put back in place. Meanwhile, Elaine gets in a feud with the owner of a Mayan clothing store when she's completely ignored.—halo1k"", ""Jerry's new girlfriend seems to rate her relationships on her telephone speed dialing pad. The more important you the higher up the scale you find herself. Jerry's quite happy to see he's number 3 but is unhappy when a few days later he's number 6. He moves his way back up the dial but finds himself in the middle of a feud between the girlfriend and her step-mother. Meanwhile, Elaine decides to protest with her wallet when she gets particularly bad service in a store. Newman and Kramer are in a battle when they discover they've both planned big millennium eve parties.—garykmcd""]","[""new year's eve"", 'job offer', 'speed dial', 'planning a party', 'new york mets', 'desiccant', 'world series trophy', 'yankee stadium bronx new york city', 'store owner', 'body suit', 'invitation', 'gift of flowers', 'little black dress', 'helium balloon', 'angry customer', 'folding chair']"
8,21,"May 8, 1997",Spike Feresten,Andy Ackerman,S08E21,tt0697736,The Muffin Tops,21,23.0,3058,8.4,Elaine opens a new bakery that sells only the tops of the muffins.,"['While promoting Peterman\'s book, Elaine runs into Mr. Lippman, her former boss. She tells him about an idea to sell only the tops of muffins. Lippman does, and Elaine is shocked to see the store. But then Lippman gives Elaine a cut of the profits, and she tells him how to improve the business. Kramer learns that Elaine put her stories in Peterman\'s book anyways (see episode ""The Van Buren Boys""), but when Peterman won\'t give Kramer a cut of the profits, Kramer starts the Peterman Reality Bus Tour. When Elaine has a hard time getting rid of the muffin stumps, she asks Kramer to take the bus to haul the trash to the dump, but the task is easier said than done. George is asked to watch a guy\'s suitcase on the street and is mistaken for a tourist. He then gets a date with the head of the New York tourist bureau and decides to run with it. But then the girl meets Steinbrenner and she thinks that George is working two jobs, and George ultimately gets traded to Tyler Chicken in Little Rock, Arkansas in exchange for a bunch of chicken products to be used at Yankee Stadium concession stands. Meanwhile, Jerry starts shaving his chest to impress his new girlfriend.—halo1k', ""George makes the mistake of agreeing to keep an eye on someone's suitcase while they run into a store. He gives up after a long while but takes to wearing the guys clothes. His new get up gets him a date with the attractive head of the visitors' bureau. Elaine runs into her old boss Lippman and suggests that a good business venture would be to sell only muffin tops. She eventually goes into business with him but has a slight problem. When Peterman finally publishes his autobiography, he includes several of Kramer's stories so Kramer decides to make a bit of money out of the situation.—garykmcd""]","['muffin', 'suitcase', 'scratching', 'yankee stadium bronx new york city', 'mexican hairless dog', 'shaving chest', 'book signing', 'bookstore']"
8,22,"May 15, 1997","Alec Berg, Jeff Schaffer",Andy Ackerman,S08E22,tt0697794,The Summer of George,22,23.0,3098,8.5,"Unemployed again, George decides to have a ""memorable"" summer. Jerry's new girlfriend has another dude. Kramer wins a Tony Award. A new woman at work is hostile towards Elaine.","[""With three months' severance pay from the Yankees, George decides that he's going to have a great summer. Things don't quite go as planned. Jerry meanwhile is dating someone new, Lanette, whom he invites to attend the Tony awards with him. When he picks her up, however, she seems to have a live-in boyfriend. Kramer is also at the awards ceremony and gets dragged on stage with some of the winners. He basks in the glow of having 'won' a Tony, and the producers decide to use him to get rid of their star, Raquel Welch. At her work, Elaine makes a comment about a co-worker and is accused of being catty.—garykmcd"", 'George gets a severance check from the Yankees and decides to take advantage of his windfall by living it up during the summer. Jerry dates a woman who apparently has another ""feller"", but when she dumps him, he finds out that she is high maintenance, so he and George team up to make one normal man. Kramer accidentally gets a Tony and in order to keep it, he has to fire Raquel Welch from the production. Elaine is accused of being catty when she makes fun of a woman who doesn\'t swing her arms when she walks.—Todd Walker']","['man wrapped in a towel', ""walking without moving one's arms"", 'woman wrapped in a towel', ""sardi's restaurant manhattan new york city"", 'tony award', 'physical therapy', 'invitation', 'falling down stairs', 'slip and fall', 'bare chested male', 'frisbee', 'trashing an office', 'bouquet of flowers', 'double standard', 'catfight']"
9,1,"September 25, 1997","Alec Berg, Jeff Schaffer, David Mandel",Andy Ackerman,S09E01,tt0697665,The Butter Shave,1,23.0,3165,8.4,"Kramer discovers the amazing yet unknown uses of butter, but accidentally fries himself after using it as sunscreen.","[""Kramer discovers a new use for butter by applying it to his face while he shaves, but he accidentally cooks himself when he uses it as sunscreen. George gets a job with a company that makes playground equipment, and really enjoys it after he successfully convinces his boss that he's handicapped. Jerry is riding a wave of success at comedy clubs, but hates the fact that hack comic Kenny Bania is riding his coattails. Elaine is on her way back from Scandinavia with Puddy and they repeatedly break up and get back together.—halo1k"", ""Following his recent accident, George is walking with the use of a cane and has little difficulty getting a job as his employers think he's handicapped. He gets a beautiful office, a chair lift to get up the stairs and his own private bathroom. It can only go downhill from here. Kramer starts applying butter to his face before shaving. He soon covers his whole body and goes sunning on the roof - with the expected results. Jerry is still bugged by his fellow comedian Bania who he is convinced is stealing his ideas from him. Elaine and Puddy spend a month together in Europe and she decides to break up with - just before they get on a very long flight home.—garykmcd""]","['looking at oneself in a mirror', 'commercial air travel', 'butter', 'cane', 'parmesan', 'tv pilot', 'champagne', 'car chase', 'oregano', 'parsley', 'taking a dive', 'rascal scooter', 'hot tub', 'boeing 747', 'red dress', 'shoelace', 'oslo norway', 'postcard', 'mustache']"
9,2,"October 2, 1997","Alec Berg, Jeff Schaffer, David Mandel",Andy Ackerman,S09E02,tt0697806,The Voice,2,23.0,3114,8.4,George's colleagues try to force him to leave. Jerry makes fun of his girlfriend's bellybutton. Kramer hires an intern. Elaine gets back together with David Puddy.,"[""Kramer sets up a new company - Kramerica Industries, and hires an intern from NYU to help out with the day to day activities of running a fake large company. Jerry thinks his girlfriend's navel is talking to him. George continues to work for Play Now even though his boss is trying to force him out after George lied about being handicapped. Elaine makes wagers with Jerry that she will not continue to see David Puddy.—halo1k"", ""George's new boss has finally caught on that he isn't handicapped and wants him to leave the company. George digs his heals in but finds that his privileges at the company are disappearing rapidly. Kramer decides to hire an intern from NYU and sets up a fake company to use his services. After Elaine and Puddy bump into each other in the coffee shop, Jerry tells her it's inevitable that the two of them will sleep together. They bet $50 on it and Elaine begins to lose money rapidly. Jerry develops a new gag where he imagines his new girlfriend's navel speaking to him.—garykmcd""]","['intern', 'kiss', 'breaking up', 'video camera', 'soul searching', 'crawling through an air shaft', 'personal assistant', 'betting']"
9,3,"October 9, 1997",Steve Koren,Andy Ackerman,S09E03,tt0697773,The Serenity Now,3,23.0,3910,8.8,Jerry opens up his feelings. Elaine is getting hit on by the Jews. Kramer gets a screen door. George helps his father sell computers.,"['Frank sets up a new business selling computers and hires George and Lloyd Braun (seen in ""The Non Fat Yogurt"" and ""The Gum"") to compete against each other in a sales contest. But Frank\'s relaxation technique drives everybody completely nuts. Jerry\'s new girlfriend encourages him to let his emotions out. Kramer takes Frank\'s screen door and puts it up in his apartment, creating ""Anytown, USA"", but the local kids make relaxation difficult. Elaine discovers her ""shiksa appeal"" and suddenly every Jewish man in New York, including her former boss, is attracted to her.—halo1k', ""After his new girlfriends chides him for not expressing his feelings more openly, Jerry decides to give it a try. Soon, he can't stop emoting. George gets into serious competition with his childhood rival, Lloyd Braun - the son his mother wishes she had - when his father Frank sets up a computer sales business. Using an old screen door from Frank Costanza's house, Kramer sets up the hallway out sided his apartment as a patio. Elaine meanwhile suddenly finds that every Jewish man in New York seems to be after her.—garykmcd""]","['screen door', 'shiksa', 'kiss', 'toilet papering', 'marriage proposal', 'little black dress', 'american flag', 'lawn chair', 'wind chime', 'bar mitzvah', 'yelling', 'personal computer', 'boggle']"
9,4,"October 16, 1997",Dan O'Keefe,Andy Ackerman,S09E04,tt0697658,The Blood,4,23.0,2919,8.1,Jerry's parents hire their friend Izzy Mandelbaum to become Jerry's personal trainer while George decides to associate food and television with his love life.,"['Jerry starts gaining weight and his parents hire Izzy Mandelbaum (see episode ""The English Patient"") to assist Jerry as a personal trainer. Kramer starts giving blood and uses his own refrigerator to store it, but it freaks Jerry out. Then, George starts dating a woman who uses incense, and he gets the idea to associate food and sex with his love life. He makes something called ""pudding skin singles"" using an Exacto knife. Back at Jerry\'s, he yells at Kramer to get the blood away from him, but then he pounds the table and the Exacto flies at him and cuts his throat. Jerry loses blood and Kramer gives Jerry some of his, causing Jerry to freak out. Meanwhile, Elaine is out in the suburbs visiting her friend Vivian. Vivian wants somebody to watch her troublesome son Jimmy but she doesn\'t think Elaine is responsible enough. So Elaine goes to great lengths to prove it, even taking Kramer\'s spot. Vivian then tells Elaine that she is experiencing some health problems, and that Elaine might be on deck as a permanent babysitter for Jimmy. The next day, Izzy shows up at Jerry\'s and takes him to a gymnasium, circa 1920. Kramer keeps trying to get Jerry to pay back the favor of donating blood by letting him and Newman watch a video. Unfortunately, it\'s an instructional video on how to make your own sausage. Izzy sees the sausages and orders them to be thrown out. George ups the ante on his Caligula complex by eating pastrami sandwiches during love making. Elaine watches little Jimmy but is quickly running out of purses. The next day Newman and Kramer are mad at Jerry and Kramer asks to borrow Jerry\'s car to take his blood back to the blood bank. Jerry obliges and, but the engine in the car burns out and Kramer uses blood to replace the oil. George decides to up the ante again and add television to the equation but then his girlfriend finally catches wind of what George is doing and dumps him. Later that day, George gets infatuated at the coffee shop eating a sandwich. After that, Jerry meets up with Izzy, who ties Jerry to the back of his car and starts pulling him. Jerry collapses when Izzy\'s son speeds up the car when he notices blood dripping on his feet. George meets Vivian, who shares his passion for the erotic qualities of salted cured meats. George meets Jerry in the hospital and now he\'s watching out for Jimmy. Jerry learns who the blood donor is this time around, and it\'s Newman.—halo1k', ""Kramer has taken to storing several units of blood at a local blood bank, just in case. When he gets into a dispute with them he decides to take the blood home, which Jerry finds absolutely disgusting. George has a new girlfriend who burns incense while they have sex. The smell makes him ravenous and he starts to eat during their love-making. After several comments telling him he's getting pudgy, Jerry decides to start an exercise regimen. He also decides to get a personal trainer and ends up with Izzy Mandelbaum. Elaine is upset when her friend Vivian suggests Elaine may not be responsible enough to babysit her son Jimmy. She insists on proving herself but regrets having to up with the devil incarnate.—garykmcd""]","['blood bank', 'incense', 'dragged behind vehicle', 'pastrami sandwich', 'punched in the belly', 'medicine ball', 'cigar smoking', 'babysitting', 'jugular vein', 'tomato juice', 'kicked in the shin', 'x acto knife', 'chocolate pudding', 'vanilla', 'sex with food']"
9,5,"October 30, 1997",Spike Feresten,Andy Ackerman,S09E05,tt0697716,The Junk Mail,5,23.0,2847,8.0,Kramer is annoyed with the catalogs he keeps getting in the mail. Elaine falls in love with a guy because of his smile. George's parents are avoiding him. Jerry can't find it in his heart to reject a gift from an old school friend.,"['Kramer becomes annoyed at all the junk mail he gets, so he decides to stage a crusade against the post office. Jerry runs into ""Fragile Frankie"", a former childhood acquaintance, who tries to sell Jerry a huge new van. Frank and Estelle try to find a way to spice up their love life, against George\'s objections. Meanwhile, Elaine dumps Puddy for a guy who does TV spots for an electronics store called ""Nobody Beats The Wiz"".—halo1k', 'Kramer starts a crusade against the post office when the catalogs and junk mail start piling up. Jerry tries to buy a new car from ""Fragile Frankie"", an old childhood acquaintance of Jerry\'s, but Fragile Frankie sells Jerry a huge new van instead. Frank and Estelle try to cut George loose in an effort to spice up their love life. Elaine dumps Puddy for a guy who does advertisements for an electronics store called ""Nobody Beats The Wiz"".—halo1k', ""Kramer is upset with junk mail and the number of catalogs he's receiving. He tries to fight back but they just keep appearing so he sets out to neutralize the real source of the problem: the U.S. Post Office. Newman tries to warn him off but it may be too late. Jerry gets a car for doing work for a rental company and his childhood friend Frankie get him the van they always dreamed about - when they were 10 years old. Elaine is enamored with her new boyfriend until Jerry points out the man used to do a bizarre commercial on a local television station. George meanwhile has to put up with his parents whose sex life seemingly holds no bounds.—garykmcd"", 'Jerry\'s childhood friend ""Fragile"" Frankie, arranges for a van as payment for one of Jerry\'s performances he did for Frankie\'s car dealership. Kramer uses the van in his revenge campaign on a catalog company, because of the over abundance of mail they\'ve sent him in the past month. Elaine is back with Puddy, but meets the man of her dreams at the coffee shop whose charm seems too good to be true. She plans to keep Puddy in reserve until she finds out if the new guy can ""handle the workload."" Meanwhile, George prepares for his weekly call to his parents and then discovers that his parents have had enough of him. Hilarity ensues.']","['sex in a van', 'bucket on head', 'reference to anthony quinn', 'merlot the wine', 'sweaty face', 'pottery barn catalog', 'chinese carryout food', 'okra', 'postmaster general']"
9,6,"November 6, 1997",Bruce Eric Kaplan,Andy Ackerman,S09E06,tt0697731,The Merv Griffin Show,6,23.0,4306,9.0,"George runs over a flock of pigeons. Jerry's girlfriend has a vintage toy collection she won't let him touch. A new co-worker is freaking Elaine out. Kramer rebuilds the set of ""The Merv Griffin Show"" in his apartment.","[""After Kramer rescues the set of the old Merv Griffin show from a dumpster, he sets it up in his apartment where he interviews anyone who happened to drop by. George's new girlfriend gives him a hard time after he strikes a pigeon with his car. When he hits a squirrel she insists that he take it to the vet and then care for it at home. A new guy at the office is driving Elaine crazy. Jerry has a new girlfriend who inherited a fabulous collection of classic toys from her late father. She won't let Jerry touch them - let alone play with them - but he soon finds a way around that.—garykmcd"", ""Kramer happens to find the old set of the Merv Griffin Show in a dumpster, and promptly fixes it all up in his apartment, where he starts to treat his life like an interview show. Elaine get's ticked off by the new guy at her office who keeps sidling up beside her without her noticing. George's girlfriend forces him to take care of a squirrel he runs over, whilst Jerry's girlfriend has a fantastic toy collection but won't let him play with it.—two_green_bottles""]","['toy', 'pigeon', 'animal attack', 'facial scar', 'turkey dinner', 'hawk', 'tryptophan', 'box of wine', 'tic tacs', 'gi joe', 'blender', 'gravel', 'knockout drug', 'date rape']"
9,7,"November 13, 1997","Gregg Kavet, Andy Robin",Andy Ackerman,S09E07,tt0697777,The Slicer,7,24.0,2905,8.4,Elaine borrows Kramer's meat slicer to feed her neighbor's cat while George tries to hide his not-so-great past from his new boss.,"[""Kramer buys a meat slicer and really enjoys making fresh sandwiches. Elaine's neighbor goes to Europe but forgets to turn his alarm off, driving her nuts. George gets a new job at Kruger Industrial Smoothing. Jerry dates Dr. Siterides, a dermatologist. Thanks to George's suggestion, Jerry tries a revenge date when Dr. Siterides makes him feel inadequate for not saving lives, but the plans quickly backfire. George enjoys his new job at the incompetent company but when he sees a photo sitting on his boss's desk, he remembers when he first encountered Kruger. George steals the photo out and has himself airbrushed out. Elaine enlists Kramer to help her blow the fuses in her building. But when that finally turns the alarm off, they learn that Elaine's neighbor has a cat, and blowing the fuses shut off the automatic feeder. So she borrows the meat slicer in order to feed the cat, but gets slicer happy and cuts off part of her shoe. George, meanwhile, gets the photo back, but the photo store clerk accidentally airbrushed Kruger out instead of him. Back at Jerry's, George panics because they airbrushed the wrong guy out of the photo. He needs a photo of a shirtless Kruger and gets Dr. Siterides to do a skin cancer screening at Kruger. Dr. Siterides agrees, but after Jerry accuses her of giving him hives, she bails on the screening. But after Kramer gets his meat slicer repaired at Kruger, the clueless Kruger mistakes Kramer for a real doctor, and Kramer does the screening anyways, posing as Dr. Van Nostrand. Later, Jerry realizes that it was Dr. Van Nostrand, not Dr. Siterides, who gave him hives. George manages to successfully get himself airbrushed out of the picture and returns the picture to Kruger's desk, without him noticing.—halo1k"", ""Jerry's new girlfriend is a doctor named Sara and she is continually belittling his occupation asking him if he has any idea what it feels like to save a person's life. When Elaine tells him she's a dermatologist, he mocks Sara on their next date not realizing exactly what it is her work implies. Kramer decides he can make better sandwiches than he's getting at the coffee shop and buys a meat slicer. It happens to come in particularly handy when Elaine locks herself out of a neighbors apartment and she can't get in to feed the cat. George meanwhile thinks he's found the perfect job at a company where no one seems to know what they are doing. He gets more than a little concerned when he realizes that he had an unpleasant encounter with his boss many years before.—garykmcd""]","['meat slicer', 'dermatologist', 'aloe vera', 'allergic reaction', 'benzene', 'airabrushed photograph', 'taking notes', 'bare chested male', 'fear of clowns', 'photoshop', 'electric shock', 'job interview', 'boom box', 'year 1989', 'nightmare']"
9,8,"November 20, 1997","David Mandel, Peter Mehlman",Andy Ackerman,S09E08,tt0697655,The Betrayal,8,24.0,4435,8.9,Elaine and the gang head to India to attend a wedding; Jerry betrays George by having sex with his prospective girlfriend; Kramer grapples with a malignant wish.,"['The famous ""backwards episode"". Elaine decides to spite her old college roommate Sue Ellen Mischkie by taking Jerry and George to India to attend Sue Ellen\'s wedding. Elaine repeatedly reveals secrets about her past when Jerry discovers the combination to Elaine\'s ""vault"". Jerry runs in to an ex-flame - Nina, who is a ""great conversationalist"". George wears boots that alter his height to impress Nina and doesn\'t use the bathroom the entire time they are in India. Meanwhile, Kramer has a nasty encounter with a man named Franklin Delano Romanowski who tells him to drop dead.—halo1k', ""With all of the scenes presented in reverse order Elaine, George and Jerry head off to India to attend Sue Ellen Mischke's wedding. The trip is less than pleasant all round. George refuses to use the bathroom. Elaine has really gone there to annoy her long-time rival Sue Ellen but ends up being her maid of honor. Things turn really bad when everyone learns that she 'knows' the groom. Back in New York, Kramer has to deal with someone whose birthday wish when blowing out his candles was that Kramer die.—garykmcd""]","['awkward pause', 'reference to franklin d. roosevelt', 'man carries a woman', 'man wears high heels', 'braless', 'india', 'wedding', 'superstition', 'told in reverse', 'birthday wish', 'holding it in', 'new identity', 'needing to go to the bathroom', 'schnapps', 'upset stomach', 'diner', 'clams', 'frozen snowball', 'backstory', 'moving in', 'reference to e mail', 'reference to the internet', 'uncommon expression', 'mailbox', 'height issue', 'spoiled food', 'big lollipop', 'sex on a table', 'cereals', 'spilled milk', 'bridesmaid', 'reference to the plague', 'spilling secrets', 'betrayed by best friend', 'mailman', 'model', 'snowballing', 'cancelled wedding', 'old flame', 'reference to sarajevo', 'curse', 'shooting star', 'jealousy', 'wishing on a star', 'wishbone', 'retrograde narrative', 'coin changer', 'picking up mail', 'timberland shoes', 'food poisoning', 'clams casino', 'wedding invitation', 'overflowing container', 'all day lollipop', 'froot loops cereal', 'blowing out candle', 'birthday cake', 'birthday party', 'helium balloon', 'death wish', 'hot dog vendor', 'throwing a coin in a fountain', 'drunken woman', 'making a wish', 'hit with a snowball', 'nose piercing', 'flashback', 'reverse chronology', 'reverse footage', 'nonlinear timeline']"
9,9,"December 11, 1997",Jennifer Crittenden,Andy Ackerman,S09E09,tt0697651,The Apology,9,23.0,2916,8.2,George is angered when an old acquaintance withholds a 12-Step-mandated apology; Jerry's girlfriend is too comfortable with her nudity; Elaine works with a germaphobe.,"[""George goes out of his way to seek an apology for an insult; when Elaine is insulted that a fellow co-worker is scared of her germs, Puddy admits that he's a fellow germaphobe; Jerry dates a nudist and learns the difference between good naked and bad naked; Kramer installs a garbage disposal in his shower.—halo1k"", ""When George learns that Jason 'Stanky' Hanky has joined AA and is successfully going through the 12-Step Program, he expects him to apologize for a joke he made at George's expense several years before, and he typically overreacts when he doesn't get it. Elaine has trouble with co-worker Peggy, a germaphobe, then learns that Puddy is a former germaphobe and tries to be more tolerant of Peggy. Meanwhile, Kramer practically lives in his new shower, and Jerry's new girlfriend goes around the apartment naked.—garykmcd""]","['germophobe', 'garbage disposal', 'scrabble', 'female nudity', 'nudity', 'belt sander', 'reading a newspaper', 'shower room', 'male in a shower', 'taking notes', 'misunderstanding', 'black eye', 'coughing', 'alcoholics anonymous', 'twelve step program']"
9,10,"December 18, 1997","Dan O'Keefe, Alec Berg, Jeff Schaffer",Andy Ackerman,S09E10,tt0697790,The Strike,10,23.0,3826,8.7,Jerry goes out with a woman who is beautiful one day and ugly the next. Kramer goes back to work at H&H Bagels. George makes up a charity. Elaine gives a fake number to a man.,"['Kramer returns to H&H bagels after a 12 year strike. Elaine gives ""denim vest"" a fake number on her free sub card. Jerry meets a woman named Gwen who is ""two faced"". (She doesn\'t look good in some light)George creates a fake charity called ""the human fund"" to give fake Christmas presents at Kruger. He invites Kruger over to celebrate ""Festivus"" when he can\'t cash the 20,000 dollar charity check to ""the human fund"".—Jim', ""Kramer is thrilled at the news that the 12 year strike at H and H Bagels is over and that he can now go back to work. Most are just amazed that he ever worked in the first place. Things don't quite go as planned. Jerry's in something of a quandary when he realizes that his new girlfriend Gwen looks radically different depending on the how the light falls on her face. After someone gives George a gift by donating in his name to a charity, he decides to do the same at his work but creates a phony charity and gives out the cards. He's caught out however forcing him to blame his conduct on Festivus, the holiday his father had created many years before as a reaction to the commercialization of Christmas. George is soon reliving his childhood nightmare. Elaine gives out a fake telephone number to someone at a party but then realizes she gave away her card for a free sub sandwich.—garykmcd""]","['christmas gift', 'christmas episode', 'present', 'gift', 'strike', 'festivus', 'christmas', 'h&h bagels', 'christmas present', 'denim vest', 'pole the structure', 'hanukkah', 'rubber band', 'locked out', 'picketing', 'cufflink', 'minimum wage', ""owner's manual"", 'mistletoe', 'dentist']"
9,11,"January 8, 1998",Steve Koren,Andy Ackerman,S09E11,tt0697683,The Dealership,11,23.0,3066,8.4,Jerry looks to buy a new car from Elaine's boyfriend. George tries to find a snack. Kramer test drives a car.,"[""Jerry goes to buy a new car from David Puddy, who's been promoted to the sales floor. But after Elaine breaks up with Puddy (again), Jerry is worried that he wont get a good deal on the car. George seeks revenge on a mechanic after he accuses the mechanic of stealing his candy bar. Kramer takes the same car Jerry is looking at out on a long test drive to see how far he can go on free gas without filling up the tank.—halo1k"", ""Jerry's out to buy a new car from Elaine's boyfriend Puddy who's been promoted from mechanic to salesman. George warns him to watch out about all the extras that salesman add to the bill. George, who is hungry, has an encounter with an uncooperative vending machine that won't take his dollar bill. Elaine breaks up with Puddy before the deal goes through and George's predictions begin to come true. Kramer meanwhile takes car a car out for a test drive that goes on and on and on......—garykmcd""]","['car', 'vending machine', 'breaking up', 'twix candy bar', 'copy machine', 'high five', ""arby's restaurant"", 'car dealership', 'reference to harrison ford', 'reference to ed begley jr']"
9,12,"January 15, 1998",Spike Feresten,Andy Ackerman,S09E12,tt0697767,The Reverse Peephole,12,23.0,2876,8.2,Elaine is embarrassed by Puddy's fur coat. Kramer tries to keep Newman from getting evicted. George carries everything in his wallet. Jerry is through with wallets.,"[""Jerry, George, Elaine, and Puddy get invited to Joe Mayo's party. Elaine throws Puddy's fur out the his window. Kramer and Newman put reverse peepholes so they can see if anyone is in their apartment before entering. The super tries to evict Newman but Kramer sticks up for him. Newman begins a secret love affair with the super's wife and Kramer gets worried. Newman finds Puddy's fur in a tree and George winds up paying for a massage chair because his back is tweaked from his fat wallet. Jerry carries a purse and wears a fur to fool the super and gets robbed on the street.—Jim"", ""Elaine is somewhat taken aback when she sees that her boyfriend Puddy wears a fur coat in the winter time. At a party she throws it out the window leading to another round of confusion among her friends. Kramer and Newman meanwhile install reverse peepholes on their doors so they can see if there's anyone in their apartment before they enter. The super, Silvio, doesn't like it and decides to evict Newman. Turns out the super has something more to worry important about. Jerry meanwhile decides to stop carrying a wallet but ends up with a European clutch purse, which leads to a number of snide remarks.—garykmcd""]","['pushing', 'man wears a fur coat', 'wallet', 'peephole', 'massage chair', 'purse snatcher', 'channel lock pliers', 'altoids', 'eviction', 'cigar smoking', 'money clip', 'five dollar bill', 'hot plate']"
9,13,"January 29, 1998",Bruce Eric Kaplan,Andy Ackerman,S09E13,tt0697670,The Cartoon,13,23.0,2874,7.9,Sally Weaver makes fun of Jerry. George's new girlfriend looks just like Jerry. Kramer takes a vow of silence. Elaine gets a job drawing cartoons for the New Yorker.,"['Elaine accidentally steals a ""Ziggy"" cartoon and sends it to the New Yorker as one of her own. Jerry confides in Kramer that a fellow comedian, Sally Weaver, should quit stand up. Kramer tells her this and she then targets Jerry as the devil in her act. She gains popularity and gets her own cable special. George is dating a woman who looks like Jerry.—Jim', ""Jerry digs himself into of an embarrassing hole when he tells Kramer that an acquaintance, Sally Weaver, has a terrible stand up comedy routine and should just give up trying to get into show business. Kramer instantly blurts out the comment in front of her leading Sally to develop a new and very popular routine around the devil - otherwise known as Jerry Seinfeld. George meanwhile has a new girlfriend, Janet, who has a resemblance to Jerry which slowly begins to drive George crazy. Elaine for her part is frustrated by a New Yorker magazine cartoon and decides to submit one of her own. Only it isn't quite her own.—garykmcd""]","[""united nations international children's fund"", 'taxi', 'new yorker magazine', 'reference to james thurber', 'one woman show', 'plagiarism', 'reference to ziggy', 'look alike']"
